entry_id	kingdom	phylum	class	order	family	genus	species	cell_type	gene_symbol	cell_subtype	sample_type	tissue_type	pubmed_id	journal	title	geo_id
1588	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"PAX6, GMNN, TOP2A, NEUROD2, IGFBPL1, NEUROD1"	Neural progenitors	Organoids	Brain	32961131	Cell	Single-Cell Analyses Identify Brain Mural Cells Expressing CD19 as Potential Off-Tumor Targets for CAR-T Immunotherapies	GSE153647
1589	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	SOX2	Neural progenitors	Organoids	Brain	32976764	Stem Cell Reports	Electrophysiological Maturation of Cerebral Organoids Correlates with Dynamic Morphological and Cellular Development	GSE157019
1590	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	SOX2	Neural progenitors	Organoids	Brain	32976764	Stem Cell Reports	Electrophysiological Maturation of Cerebral Organoids Correlates with Dynamic Morphological and Cellular Development	GSE157019
1591	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Glial cells	"NES, SOX2, SOX9, RFX4"	Neural progenitors_radial glial cells	Tissue	Brain	32415072	Nat Commun	Single cell transcriptomics identifies stem cell-derived graft composition in a model of Parkinson's disease	"GSE118412, GSE132758"
1592	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Glial cells	"NES, SOX2, SOX9, RFX4"	Neural progenitors_radial glial cells	Tissue	Brain	32415072	Nat Commun	Single cell transcriptomics identifies stem cell-derived graft composition in a model of Parkinson's disease	"GSE118412, GSE132758"
1593	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"SOX2, VIM"	Neural stem cells	Organoids	Brain	31978324	Dev Cell	Silencing Trisomy 21 with XIST in Neural Stem Cells Promotes Neuronal Differentiation.	GSE125838
1594	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neuroblasts	EOMES	Neuroblasts	Tissue	Brain	30089906	Nature	RNA velocity of single cells	SRP129388
1595	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Ectoderm cells	"GPC3, KRT8, KRT18, APOE, CRABP2, DLK1, KRT19, S100A11, HESX1, CLDN6, MDK, TPM1, BST2, LIN28A, HAPLN1, LDHA, PERP, FAM60A, HMGA1, ID3, SIX3, NR6A1, TNNT1, MGST1, SLC2A3, ID1, FST, FEZF1, QPRT, TSTD1, PRTG, FRZB, MEST, SHISA2, PMEL, STOM, SEC11A, SERPINH1"	Neuroectodermal-like cells	Tissue	Brain	31619793	Nature	Organoid single-cell genomic atlas uncovers human-specific features of brain development	"GSE75140, GSE86207"
1596	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Epithelial cells	"VCAN, KLF4, COL1A2"	Neuroepithelial cells	Organoids	Brain	30271673	Nature Biomedical Engineering	Effects of 3D culturing conditions on the transcriptomic profile of stem-cell-derived neurons.	GSE111831
1597	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Epithelial cells	"VIM, HES1"	Neuroepithelial cells	Organoids	Brain	31591580	Nat Methods	Single-cell immune landscape of Human atherosclerotic plaques	GSE134049
1598	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Epithelial cells	"VIM, VCAN, KLF4"	Neuroepithelial cells	Organoids	Brain	32051547	Molecular Psychiatry	Glial cell diversity and methamphetamine-induced neuroinflflammation in Human cerebral organoids	NA
1599	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Epithelial cells	VIM	Neuroepithelial progenitors	Tissue	Brain	31315641	Genome biology	CellSIUS provides sensitive and specific detection of rare cell populations from complex single-cell RNA-seq data	"PRJNA484547, PRJNA545246"
1600	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"DCX, NCAM1, SYT1, STMN2"	Neuron progenitors	Tissue	Brain	32415072	Nat Commun	Single cell transcriptomics identifies stem cell-derived graft composition in a model of Parkinson's disease	"GSE118412, GSE132758"
1601	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"FOXG1, MAP2"	Neuronal cells	Organoids	Brain	31168097	Nature	Individual brain organoids reproducibly form cell diversity of the Human cerebral cortex.	GSE129519
1602	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"MAPT, DCX"	Neuronal cells	Organoids	Brain	31978324	Dev Cell	Silencing Trisomy 21 with XIST in Neural Stem Cells Promotes Neuronal Differentiation.	GSE125838
1603	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"ANO3, PTPN5, PCP4, ARPP21, TAC1, ACTN1, HPCA, CA12, ARPP19, PENK, SYT1, CHGB, VSNL1, RBFOX3, SYT4, GABRA6, RTN1, PKIB, CBLN1, CPLX2, GAD2, DRD2, LMO7, CALB1, MBP, RELN, TIAM1, SLC17A7, GAD1, SLC32A1, PCDH8, ADORA2A, GPR6, SATB2"	Neuronal cells	Organoids	Brain	32424074	Genome Res	"Single-cell-resolution transcriptome map of Human, chimpanzee, bonobo, and macaque brains"	"GSE127898, GSE127774"
1604	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"MAP2, SNAP25, TUBB3"	Neuronal cells	Cell line	Brain	32961143	Cell Stem Cell	Deconstructing Stepwise Fate Conversion of Human Fibroblasts to Neurons by MicroRNAs	GSE154178
1605	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"STMN2, GAP43, DCX, VGAT, GAD1, SLC32A1"	Interneuron	Organoids	Brain	32526163	Mol Cell	Dysregulation of BRD4 Function Underlies the Functional Abnormalities of MeCP2 Mutant Neurons	GSE117513
1606	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	DCX	Neuronal migratory	Organoids	Brain	32976764	Stem Cell Reports	Electrophysiological Maturation of Cerebral Organoids Correlates with Dynamic Morphological and Cellular Development	GSE157019
1607	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Astrocytes	"GFAP, ALDH1L1, SLC1A2, SLC4A4"	Astrocytes	Tissue	Brain	32142123	Hum Mol Genet	Single cell transcriptome profiling of the Human alcohol-dependent brain	GSE141552
1608	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Endothelial cells	"FLT1, B2M"	Endothelial cells	Tissue	Brain	32142123	Hum Mol Genet	Single cell transcriptome profiling of the Human alcohol-dependent brain	GSE141552
1609	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"SLC17A7, SATB2, CAMK2A"	Excitatory neurons	Tissue	Brain	32142123	Hum Mol Genet	Single cell transcriptome profiling of the Human alcohol-dependent brain	GSE141552
1610	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Neural cells	"GAD1, GAD2"	Inhibitory/gabaergic neurons	Tissue	Brain	32142123	Hum Mol Genet	Single cell transcriptome profiling of the Human alcohol-dependent brain	GSE141552
1611	Animalia	Chordata	Mammalia	Primates	Homidae	Homo	Homo sapiens	Microglia cells	"CSF1R, APBB1IP, P2RY12"	Microglia cells	Tissue	Brain	32142123	Hum Mol Genet	Single cell transcriptome profiling of the Human alcohol-dependent brain	GSE141552
