entry_id	kingdom	phylum	class	order	family	genus	species	cell_type	gene_symbol	cell_subtype	sample_type	tissue_type	pubmed_id	journal	title	geo_id
4997	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	Cd3g	T cells	NA	Blood	31551511	Scientific Reports	"Comparative transcriptomics between species attributes reactogenicity pathways induced by the capsular group B meningococcal vaccine, 4CMenB, to the membrane-bound endotoxin of its outer membrane vesicle component"	GSE132199
4998	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	CD3E	T cells	Blood	Blood	31574155	Gigascience	IKAP-Identifying K mAjor cell Population groups in single-cell RNA-sequencing analysis.	GSE60361.
4999	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	B cells	"Klf2, Zbtb32, Bach2, Il9r, Ccr6, Cd38, S1pr1"	Memory B cells	Blood	Blood	33010224	Immunity	Affinity-Restricted Memory B Cells Dominate Recall Responses to Heterologous Flaviviruses.	GSE154102
5000	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Fibroblasts	"COL3A1, IGFBP7"	Fibroblasts	Cell line	Blood	33054971	eLife	"GATA6 mutations in hiPSCs inform mechanisms for maldevelopment of the heart, pancreas, and diaphragm"	NA
5001	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	T cells	Cd3d	T cells	Blood	Blood	32668198	Cell	The Intestinal Microbiome Restricts Alphavirus Infection and Dissemination through a Bile Acid- Type I IFN Signaling Axis	GSE150387
5002	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Erythrocytes	"Klf1, Gata1"	Erythrocytes	Blood	Blood	33147438	Mol Cell	Two Aldehyde Clearance Systems Are Essential to Prevent Lethal Formaldehyde Accumulation in Mouse and Humans	GSE157832
5003	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Hematopoietic stem cells	Procr	Hematopoietic stem cells	Blood	Blood	33147438	Mol Cell	Two Aldehyde Clearance Systems Are Essential to Prevent Lethal Formaldehyde Accumulation in Mouse and Humans	GSE157832
5004	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Lymphocyte cells	"Dntt, Flt3"	Lymphocytes	Blood	Blood	33147438	Mol Cell	Two Aldehyde Clearance Systems Are Essential to Prevent Lethal Formaldehyde Accumulation in Mouse and Humans	GSE157832
5005	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Mast cells	"Gzmb, Cma3, Mcpt8"	Mast cells	Blood	Blood	33147438	Mol Cell	Two Aldehyde Clearance Systems Are Essential to Prevent Lethal Formaldehyde Accumulation in Mouse and Humans	GSE157832
5006	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Megakaryocytes	"Itga2b, Pf4, Vwf"	Megakaryocytes	Blood	Blood	33147438	Mol Cell	Two Aldehyde Clearance Systems Are Essential to Prevent Lethal Formaldehyde Accumulation in Mouse and Humans	GSE157832
5007	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	"Irf8, Ms4a6c"	Monocytes	Blood	Blood	33147438	Mol Cell	Two Aldehyde Clearance Systems Are Essential to Prevent Lethal Formaldehyde Accumulation in Mouse and Humans	GSE157832
5008	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Progenitor cells	"Car4, Trh, Tagln2"	Thyroid and lung progenitors	Blood	Blood	29311656	Nat Cell Bio	Defining murine organogenesis at single-cell resolution reveals a role for the leukotriene pathway in regulating blood progenitor formation	NA
5009	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	B cells	"Ebf1, Bach2, Pax5, Id3"	Follicular B cells	Cell line	Blood	33302977	J Hematol Oncol	Trajectory of chemical cocktail_induced neutrophil reprogramming	NA
5010	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	B cells	CD23	Follicular naive B cells	Cell line	Blood	33302977	J Hematol Oncol	Trajectory of chemical cocktail_induced neutrophil reprogramming	NA
5011	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Cmop	"Cd34, Ly6c2"	Cmop	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5012	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Mdp	"Cd34, Kit, Fcgr3, Ly6c2, Csf1r"	Mdp	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5013	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Meg	"Cd34, Kit"	Meg	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5014	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Mp	"Cd34, Kit, Fcgr3, Ly6c2"	Mp	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5015	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neuronal cells	"Fcgr3, Ly6c2"	Pre-neuronal cells 1	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5016	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neuronal cells	"Ly6c2, Itgam, Cd177"	Pre-neuronal cells 2	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5017	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neuronal cells	"Fcgr3, Ly6c2, Itgam, Ly6g, Cd177"	Pre-neuronal cells 3	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5018	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Fcgr3, Ly6c2, Vcam1"	Proneu-1	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5019	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Fcgr3, Ly6c2, Vcam1, Itgam"	Proneu-2	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5020	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	"CD11b, Ly6Chi"	Classical monocytes	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5021	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	"CD11b, Ly6Chi"	Classical monocytes	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5022	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Hematopoietic cells	"Cd34, Kit"	Hematopoietic stem and progenitor cells	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5023	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Macrophages	"F4, F80"	Macrophages	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5024	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Macrophages	"Siglec1, Arg1, Mrc1, Csfr1, Tgfb1, Tgfbr1"	Macrophages	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5025	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Macrophages	"F4, F80"	Macrophages	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5026	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Macrophages	"Siglec1, Arg1, Mrc1, Csfr1, Tgfb1, Tgfbr1"	Macrophages	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5027	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	"CD11b, Ly6Clo"	Alternatively activated monocytes	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5028	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	"CD11b, Ly6G_, Ly6Clo"	Alternatively activated monocytes	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5029	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	CD11b	Monocytes	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5030	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	"Siglec1, Arg1, Mrc1, Csfr1, Tgfb1, Tgfbr1"	Monocytes	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5031	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	CD11b	Monocytes	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5032	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Monocytes	"Siglec1, Arg1, Mrc1, Csfr1, Tgfb1, Tgfbr1"	Monocytes	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5033	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neutrophils	"CD11b, Ly6G"	Neutrophils	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5034	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neutrophils	"CD11b, Ly6G"	Neutrophils	Tissue	Bone	32024825	Nat Commun	Regulation of heterotopic ossification by monocytes in a Mouse model of aberrant wound healing	NA
5035	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Erythrocytes	Kit	Erythrocytes	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5036	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Ly6c2, Itgam, Ly6g, Cd177"	Immature neurons	Tissue	Bone	32494068	Nature	Mouse models of neutropenia reveal progenitor-stage-specific defects	GSE120409
5037	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Basal ganglia	"Ntn1, Slc6a3"	Basal ganglia	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5038	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Basal plate	"Fgfbp3, Spon1, Id3, Shh, Foxa2, Ntn1, Ednrb"	Basal plate	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5039	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Basal plate	"Spon1, Dmrta2, Shh, Shisa3, Sulf1, Foxa2, P4ha3, Corin, Aldh1l1, Tacr1, Ntn1, Bcas1, Sulf2, Serpine2, Slit1, Fgfbp3, Fam210b, Dok5, Lrrn1, Npl, Cdc42ep3, Cthrc1, Hpgd, Enpp2, Scrn1, Pcdh8, S100a10, Ndrg2, Pak3, E130114P18Rik, Fabp7, Rgma, Limch1, Lmx1a, H"	Basal plate	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5040	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Capillaries	"Tfrc, Car4, Slc16a1"	Capillaries	Tissue	Brain	30283141	Nature	Single-cell transcriptomics of 20 Mouse organs creates a Tabula Muris	GSE109774
5041	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Cartex	Satb2	Cartex	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5042	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Caudal thalamus	"Gbx2, Cd47, Rora, Id4, Chst1, Cd47, Slc18a2, Hs6st2, Epha3, Robo2, Kitl, Neurog1, Dll1"	Caudal thalamus	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5043	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Calb1, Gbx2, Sp9"	Caudal thalamus neuron I	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5044	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Crabp2, Syt13, Cd47"	Caudal thalamus neuron II	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5045	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Cerebellum	"Arap1, Pax3, Ntn1"	Cerebellum	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5046	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Claupyr	"Tbr1, Pcp4"	Claupyr	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	NA
5047	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Tbr1, Pcp4"	Cortext layer5 /layer6 pyramidal	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	NA
5048	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Eomes, Neurog2"	Cortical excitatory ipc	Tissue	Brain	31768071	Nature Genetics	Stalled developmental programs at the root of pediatric brain tumors	GSE133531
5049	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Wnt8b, Dkk3, Rspo1"	Cortical hem	Tissue	Brain	31768071	Nature Genetics	Stalled developmental programs at the root of pediatric brain tumors	GSE133531
5050	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Tlx3, Arx"	Cortical interneuron	Cell line	Brain	31086315	Nat Neurosci	Proneural factors Ascl1 and Neurog2 contribute to neuronal subtype identities by establishing distinct chromatin landscapes.	GSE114176
5051	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Pax6, Vim, Nes"	Cortical retina ganglion cells (rgcs)	Tissue	Brain	31768071	Nature Genetics	Stalled developmental programs at the root of pediatric brain tumors	GSE133531
5052	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Dentate gyrus granule cells	Prox1	Dentate gyrus granule cells	Organoids	Brain	32615087	Cell	Microglial Remodeling of the Extracellular Matrix Promotes Synapse Plasticity	GSE150714
5053	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Tumor cells	"Cdk1, Ccna2, Cenpf"	Dividing tumor cells	NA	Brain	32579914	Cell Rep	NeuroD1 Dictates Tumor Cell Differentiation in Medulloblastoma	GSE150752
5054	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Efferocytosis	"Rac1, Il10ra, Mfge8, Mafb, Fasl"	Efferocytosis	NA	Brain	32336197	Circ Res	Regulatory T Cells License Macrophage Pro-Resolving Functions During Atherosclerosis Regression	NA
5055	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Epithalamus-derived lateral habenular nucleus	Pou4f1	Epithalamus-derived lateral habenular nucleus	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5056	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	External granular layer (egl) cell	"Neurod1, Ccdn2"	External granular layer (egl) cell	Tissue	Brain	30320766	Nat Biotechnol	Single-cell isoform RNA sequencing characterizes isoforms in thousands of cerebellar cells	PRJNA428979
5057	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Gaba intermediate cells (gaba int)	"Pax2, Lhx5"	Gaba intermediate cells (gaba int)	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5058	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Gabaergic	Tal1	Gabaergic	Tissue	Brain	33053343	Cell Rep	Molecular Fingerprint and Developmental Regulation of the Tegmental GABAergic and Glutamatergic Neurons Derived from the Anterior Hindbrain	GSE157964
5059	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Gabaergic and glutamatergic	"Gad1, Tal1, FoxP1, Vsx2, Nkx6-1"	Gabaergic and glutamatergic	Tissue	Brain	33053343	Cell Rep	Molecular Fingerprint and Developmental Regulation of the Tegmental GABAergic and Glutamatergic Neurons Derived from the Anterior Hindbrain	GSE157964
5060	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Ghrh_th	"Plcb4, Prkar2b, Adcy1"	Ghrh_th	Tissue	Brain	32507042	Hypertension	Single-Nucleus RNA Sequencing of the Hypothalamic Arcuate Nucleus of C57BL/6J Mice After Prolonged Diet-Induced Obesity	NA
5061	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Glioblastoma multiforme	IL4R	Glioblastoma multiforme	Tissue	Brain	32181251	Front Cell Dev Biol	Type 1 Interleukin-4 Signaling Obliterates Mouse Astroglia in vivo but Not in vitro	GSE140793
5062	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Glutamatergic	Vsx2	Glutamatergic	Tissue	Brain	33053343	Cell Rep	Molecular Fingerprint and Developmental Regulation of the Tegmental GABAergic and Glutamatergic Neurons Derived from the Anterior Hindbrain	GSE157964
5063	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Glutamatergic cerebellar nuclei early (glucn early)	"Atoh1, Meis2, Lhx9"	Glutamatergic cerebellar nuclei early (glucn early)	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5064	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Glutamatergic cerebellar nuclei late (glucn late)	"Lmx1a, Meis2"	Glutamatergic cerebellar nuclei late (glucn late)	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5065	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Glutamatergic cerebellar nuclei mid (glucn mid)	"Meis2, Lhx10"	Glutamatergic cerebellar nuclei mid (glucn mid)	Tissue	Brain	31341285	Nature	Resolving medulloblastoma cellular architecture by single-cell genomics	GSE119926
5066	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Hemoglobin-expressing vascular cells	"Cldn5, Cldn5"	Hemoglobin-expressing vascular cells	Tissue	Brain	31551601	NAT NEUROSCI	Single-cell transcriptomic profiling of the aging Mouse brain	GSE129788
5067	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Hippocampal pyramidal - crym	Crym	Hippocampal pyramidal - crym	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	NA
5068	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Hippocampal pyramidal precursor	Nrp1	Hippocampal pyramidal precursor	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	NA
5069	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Hippocampus	"Fn1, Tspan18"	Hippocampus	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5070	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Homoeostatic	"P2ry12, Tmem119, Trem2"	Homoeostatic	Tissue	Brain	33054973	eLife	A MAC2-positive progenitor-like microglial population is resistant to CSF1R inhibition in adult Mouse brain	GSE150169
5071	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Hypendymal cells	"Ccdc153, Sspo, Rax, Ttr"	Hypendymal cells	Tissue	Brain	31551601	NAT NEUROSCI	Single-cell transcriptomic profiling of the aging Mouse brain	GSE129788
5072	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Igl-dcn	"Pnoc, Snhg11, Tcf7l2, Gad1, Gad2, Lhx9"	Igl-dcn	Tissue	Brain	30320766	Nat Biotechnol	Single-cell isoform RNA sequencing characterizes isoforms in thousands of cerebellar cells	PRJNA428979
5073	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Immature gc	Fxyd7	Immature gc	Tissue	Brain	29335606	Nat Neurosci	Conserved properties of dentate gyrus neurogenesis across postnatal development revealed by single-cell RNA sequencing	GSE95753
5074	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Inflammasome-il-1b pathway	"Il1b, Nlrp3, Nlrc4"	Inflammasome-il-1b pathway	NA	Brain	32336197	Circ Res	Regulatory T Cells License Macrophage Pro-Resolving Functions During Atherosclerosis Regression	NA
5075	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Jakstat signaling	"Jak1, Stat1"	Jakstat signaling	NA	Brain	32336197	Circ Res	Regulatory T Cells License Macrophage Pro-Resolving Functions During Atherosclerosis Regression	NA
5076	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Low quality cells	"Hb-a1a, Hbb-y, Hbb-bs"	Low quality cells	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5077	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Mature gc	"Plk5, Ntng"	Mature gc	Tissue	Brain	29335606	Nat Neurosci	Conserved properties of dentate gyrus neurogenesis across postnatal development revealed by single-cell RNA sequencing	GSE95753
5078	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Medial ganglionic eminences	Nkx2-1	Medial ganglionic eminences	Tissue	Brain	29513653	Nature	Developmental diversification of cortical inhibitory interneurons	GSE104158
5079	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Medulia	"Pax2 , Ntn1"	Medulia	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5080	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Meningeal cells	Cxcl12	Meningeal cells	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5081	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Meningeal cells	Cxcl12	Meningeal cells	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5082	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Meningeal cells	Foxc1	Meningeal cells	Tissue	Brain	31768071	Nature Genetics	Stalled developmental programs at the root of pediatric brain tumors	GSE133531
5083	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Stem cells	Prrx2	Mesenchymal stem cells	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5084	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Stem cells	Prrx2	Mesenchymal stem cells	Tissue	Brain	31043743	Nature	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	GSE118068
5085	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Microglia homeostatic	"Fcrls, Cx3cr1, Tmem119, P2ry12"	Microglia homeostatic	Tissue	Brain	32209470	Cell Rep	Chronic Peripheral Inflammation Causes a Region-Specific Myeloid Response in the Central Nervous System.	GSE145708
5086	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Migrating interneuron	"Dlx1, Dlx2, Dlx5, Dlx6, Lhx6, Foxp2, Adarb2"	Migrating interneuron	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	NA
5087	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Microglia cells	"Apoe, C1qb, Fcer1g"	Microglia cells	Organoids	Brain	30872278	Development	Defining developmental diversification of diencephalon neurons through single cell gene expression profiling	GSE122012
5088	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Mirgrating interneuron	Dlx6os1	Mirgrating interneuron	Tissue	Brain	32650816	Genome Biol	DISC:a highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning	GSE110823
5089	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Neural cells	"Vacht, Olig2"	Motor neuron	Cell line	Brain	31086315	Nat Neurosci	Proneural factors Ascl1 and Neurog2 contribute to neuronal subtype identities by establishing distinct chromatin landscapes.	GSE114176
5090	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Mural cells	"Kcnj8, Abcc9, Mustn1, Mhy11"	Mural cells	Cell line	Brain	31447324	Cell Metab	Glucose-Dependent Insulinotropic Polypeptide Receptor-Expressing Cells in the Hypothalamus Regulate Food Intake	NA
5091	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Mural cells	Vtn	Mural cells	Organoids	Brain	32999463	Nature	Negative feedback control of neuronal activity by microglia	GSE149897
5092	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Myelomonocytic cells	"Ccr2, Mrc1, Lyz2, Cd163"	Myelomonocytic cells	Organoids	Brain	30850344	Immunity	Microglial Function Is Distinct in Different Anatomical Locations during Retinal Homeostasis and Degeneration	"GSE126783, GSE33089, GSE126783."
5093	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	NA	"Arx, Maf"	Precursor state 1	Tissue	Brain	29513653	Nature	Developmental diversification of cortical inhibitory interneurons	GSE104158
5094	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	NA	"Isl1, Ebf1"	Precursor state 1	Tissue	Brain	29513653	Nature	Developmental diversification of cortical inhibitory interneurons	GSE104158
5095	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	NA	"Retnla, Clec10a, Folr2, Timd4, Mrc1"	SnMac2	Tissue	Brain	32284604	Nat Neurosci	"Profiling peripheral nerve macrophages reveals two macrophage subsets with distinct localization, transcriptome and response to injury"	NA
5096	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Microglia cells	"Apoe, Ctsb"	Neurodegeneration-related microglia	Tissue	Brain	32795415	Cell	Ubiquitin Ligase COP1 Suppresses Neuroinflammation by Degrading c/EBPbeta in Microglia.	GSE145454
5097	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mouse	Microglia cells	"Isg15, Ifit3"	Interferon-related microglia	Tissue	Brain	32795415	Cell	Ubiquitin Ligase COP1 Suppresses Neuroinflammation by Degrading c/EBPbeta in Microglia.	GSE145454
